"BBMN68_1731","multidrug efflux (EmrB/QacA subfamily)","","MFS","The Major Facilitator Superfamily (MFS)","Secondary Transporter","2.A.1"
"BBMN68_1734","multidrug efflux","","MFS","The Major Facilitator Superfamily (MFS)","Secondary Transporter","2.A.1"
"BBMN68_1735","multidrug efflux (EmrB/QacA subfamily)","","MFS","The Major Facilitator Superfamily (MFS)","Secondary Transporter","2.A.1"
"BBMN68_1810","multidrug efflux","","MFS","The Major Facilitator Superfamily (MFS)","Secondary Transporter","2.A.1"
"BBMN68_188","multidrug efflux","","MFS","The Major Facilitator Superfamily (MFS)","Secondary Transporter","2.A.1"
"BBMN68_227","sugar efflux?","","MFS","The Major Facilitator Superfamily (MFS)","Secondary Transporter","2.A.1"
"BBMN68_270","metabolite (benzoate?)","","MFS","The Major Facilitator Superfamily (MFS)","Secondary Transporter","2.A.1"
"BBMN68_321","sugar efflux?","","MFS","The Major Facilitator Superfamily (MFS)","Secondary Transporter","2.A.1"
"BBMN68_346","multidrug efflux","","MFS","The Major Facilitator Superfamily (MFS)","Secondary Transporter","2.A.1"
"BBMN68_511","multidrug efflux","","MFS","The Major Facilitator Superfamily (MFS)","Secondary Transporter","2.A.1"
"BBMN68_663","multidrug efflux","","MFS","The Major Facilitator Superfamily (MFS)","Secondary Transporter","2.A.1"
"BBMN68_664","multidrug efflux (EmrB/QacA subfamily)","","MFS","The Major Facilitator Superfamily (MFS)","Secondary Transporter","2.A.1"
"BBMN68_718","multidrug efflux","","MFS","The Major Facilitator Superfamily (MFS)","Secondary Transporter","2.A.1"
"BBMN68_719","multidrug efflux","","MFS","The Major Facilitator Superfamily (MFS)","Secondary Transporter","2.A.1"
"BBMN68_78","multidrug efflux (EmrB/QacA subfamily)","","MFS","The Major Facilitator Superfamily (MFS)","Secondary Transporter","2.A.1"
"BBMN68_958","multidrug efflux","","MFS","The Major Facilitator Superfamily (MFS)","Secondary Transporter","2.A.1"
"BBMN68_279","dipeptide/oligopeptide","membrane","MFS","The Major Facilitator Superfamily (MFS)","Secondary Transporter","2.A.1"
"BBMN68_1002","polysaccharide export","PST","MOP","The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase Superfamily","Secondary Transporter","2.A.66"
"BBMN68_1177","multidrug efflux","MATE","MOP","The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase Superfamily","Secondary Transporter","2.A.66"
"BBMN68_1382","virulence factor MviN","MVF","MOP","The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase Superfamily","Secondary Transporter","2.A.66"
"BBMN68_583","multidrug efflux","MATE","MOP","The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase Superfamily","Secondary Transporter","2.A.66"
"BBMN68_832","multidrug efflux","MATE","MOP","The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase Superfamily","Secondary Transporter","2.A.66"
"BBMN68_1577","xanthine/uracil","","NCS2","The Nucleobase:Cation Symporter-2 (NCS2) Family","Secondary Transporter","2.A.40"
"BBMN68_1248","xanthine/uracil","","NCS2","The Nucleobase:Cation Symporter-2 (NCS2) Family","Secondary Transporter","2.A.40"
"BBMN68_632","xanthine/uracil","","NCS2","The Nucleobase:Cation Symporter-2 (NCS2) Family","Secondary Transporter","2.A.40"
"BBMN68_653","xanthine/uracil","","NCS2","The Nucleobase:Cation Symporter-2 (NCS2) Family","Secondary Transporter","2.A.40"
"BBMN68_690","sodium ion:proton antiporter","","NhaA","The NhaA Na+:H+ Antiporter (NhaA) Family","Secondary Transporter","2.A.33"
"BBMN68_859","sodium ion:proton antiporter","","NhaC","The NhaC Na+:H+ Antiporter (NhaC) Family","Secondary Transporter","2.A.35"
"BBMN68_1014","manganese/iron ion","","Nramp","The Metal Ion (Mn2+-iron) Transporter (Nramp) Family","Secondary Transporter","2.A.55"
"BBMN68_1374","60 KD inner membrane protein OxaA homolog","","Oxa1","The Cytochrome Oxidase Biogenesis (Oxa1) Family","Secondary Transporter","2.A.9"
"BBMN68_509","60 KD inner membrane protein OxaA homolog","","Oxa1","The Cytochrome Oxidase Biogenesis (Oxa1) Family","Secondary Transporter","2.A.9"
"BBMN68_647","phosphate","","PiT","The Inorganic Phosphate Transporter (PiT) Family","Secondary Transporter","2.A.20"
"BBMN68_84","riboflavin uptake","","RFT","The Riboflavin Transporter (RFT) Family","Secondary Transporter","2.A.87"
"BBMN68_1080","sodium ion:proline symporter","","SSS","The Solute:Sodium Symporter (SSS) Family","Secondary Transporter","2.A.21"
"BBMN68_1331","sodium ion:proline symporter","","SSS","The Solute:Sodium Symporter (SSS) Family","Secondary Transporter","2.A.21"
"BBMN68_1284","protein export","","Tat","The Twin Arginine Targeting (Tat) Family","Secondary Transporter","2.A.64"
"BBMN68_1285","protein export","","Tat","The Twin Arginine Targeting (Tat) Family","Secondary Transporter","2.A.64"
"BBMN68_1286","protein export","","Tat","The Twin Arginine Targeting (Tat) Family","Secondary Transporter","2.A.64"
"BBMN68_1332","Unclassified","","ThrE","The Threonine/Serine Exporter (ThrE) Family","Secondary Transporter","2.A.79"
"BBMN68_375","Unclassified","","ThrE","The Threonine/Serine Exporter (ThrE) Family","Secondary Transporter","2.A.79"
"BBMN68_795","potassium ion uptake","","Trk","The K+ Transporter (Trk) Family","Secondary Transporter","2.A.38"
"BBMN68_1180","ammonium","","Amt","The Ammonia Transporter Channel (Amt) Family","Ion Channels","1.A.11"
"BBMN68_1150","glycerol uptake","","MIP","The Major Intrinsic Protein (MIP) Family","Ion Channels","1.A.8"
"BBMN68_425","glycerol uptake","","MIP","The Major Intrinsic Protein (MIP) Family","Ion Channels","1.A.8"
"BBMN68_353","magnesium/cobalt ion","","MIT","The CorA Metal Ion Transporter (MIT) Family","Ion Channels","1.A.35"
"BBMN68_1780","large-conductance mechanosensitive ion channel","","MscL","The Large Conductance Mechanosensitive Ion Channel (MscL) Family","Ion Channels","1.A.22"
"BBMN68_1101","small-conductance mechanosensitive ion channel","","MscS","The Small Conductance Mechanosensitive Ion Channel (MscS) Family","Ion Channels","1.A.23"
"BBMN68_590","Unclassified","","TRIC","The Homotrimeric Cation Channel (TRIC) Family","Ion Channels","1.A.62"
"BBMN68_1394","potassium ion channel","","VIC","The Voltage-gated Ion Channel (VIC) Superfamily","Ion Channels","1.A.1"
"BBMN68_1152","Unclassified","HPr","GPTS","General PTS","Phosphotransferase System (PTS)","4.A"
"BBMN68_1151","Unclassified","EnzymeI","GPTS","General PTS","Phosphotransferase System (PTS)","4.A"
"BBMN68_1665","glucose/maltose/N-acetylglucosamine","EnzymeIIABC","SSPTS","Sugar Specific PTS","Phosphotransferase System (PTS)","4.A"
"BBMN68_1348","hemolysin C (HlyC) homolog","","HCC","The HlyC/CorC (HCC) Family","Unclassified","9.A.40"
"BBMN68_600","hemolysin C (HlyC) homolog","","HCC","The HlyC/CorC (HCC) Family","Unclassified","9.A.40"
"BBMN68_1198","iron ion","","ILT","The Iron/Lead Transporter (ILT) Superfamily","Unclassified","9.A.10"
"BBMN68_1199","iron ion","","ILT","The Iron/Lead Transporter (ILT) Superfamily","Unclassified","9.A.10"
"BBMN68_739","tellurium ion efflux","","TerC","The Tellurium Ion Resistance (TerC) Family","Unclassified","9.A.30"
